Time (s),Serial data,Resistance
754,78,27188.9400921659
755,79,27297.921478060045
756,78,27188.9400921659
757,78,27188.9400921659
758,78,27188.9400921659
759,78,27188.9400921659
760,78,27188.9400921659
761,78,27188.9400921659
762,78,27188.9400921659
763,77,27080.459770114943
764,76,26972.47706422018
765,78,27188.9400921659
766,77,27080.459770114943
767,78,27188.9400921659
768,78,27188.9400921659
769,77,27080.459770114943
770,77,27080.459770114943
771,78,27188.9400921659
772,78,27188.9400921659
773,78,27188.9400921659
774,78,27188.9400921659
775,78,27188.9400921659
776,79,27297.921478060045
777,77,27080.459770114943
778,74,26757.99086757991
779,74,26757.99086757991
780,72,26545.454545454548
781,72,26545.454545454548
782,73,26651.48063781321
783,75,26864.988558352405
784,75,26864.988558352405
785,75,26864.988558352405
786,76,26972.47706422018
787,77,27080.459770114943
788,77,27080.459770114943
789,76,26972.47706422018
790,77,27080.459770114943
791,77,27080.459770114943
792,78,27188.9400921659
793,77,27080.459770114943
794,78,27188.9400921659
795,78,27188.9400921659
796,78,27188.9400921659
797,78,27188.9400921659
798,80,27407.40740740741
799,78,27188.9400921659
800,79,27297.921478060045
801,80,27407.40740740741
802,78,27188.9400921659
803,79,27297.921478060045
804,79,27297.921478060045
805,79,27297.921478060045
806,79,27297.921478060045
807,79,27297.921478060045
808,80,27407.40740740741
809,80,27407.40740740741
810,81,27517.401392111366
811,80,27407.40740740741
812,81,27517.401392111366
813,80,27407.40740740741
814,81,27517.401392111366
815,80,27407.40740740741
816,80,27407.40740740741
817,83,27738.927738927738
818,81,27517.401392111366
819,80,27407.40740740741
820,81,27517.401392111366
821,81,27517.401392111366
822,81,27517.401392111366
823,81,27517.401392111366
824,81,27517.401392111366
825,82,27627.906976744187
826,82,27627.906976744187
827,82,27627.906976744187
828,82,27627.906976744187
829,83,27738.927738927738
830,81,27517.401392111366
831,81,27517.401392111366
832,76,26972.47706422018
833,73,26651.48063781321
834,74,26757.99086757991
835,75,26864.988558352405
836,76,26972.47706422018
837,77,27080.459770114943
838,77,27080.459770114943
839,78,27188.9400921659
840,78,27188.9400921659
841,78,27188.9400921659
842,78,27188.9400921659
843,77,27080.459770114943
844,78,27188.9400921659
845,78,27188.9400921659
846,83,27738.927738927738
847,82,27627.906976744187
848,80,27407.40740740741
849,78,27188.9400921659
850,80,27407.40740740741
851,78,27188.9400921659
852,81,27517.401392111366
853,79,27297.921478060045
854,79,27297.921478060045
855,79,27297.921478060045
856,79,27297.921478060045
857,80,27407.40740740741
858,79,27297.921478060045
859,79,27297.921478060045
860,80,27407.40740740741
861,80,27407.40740740741
862,81,27517.401392111366
863,81,27517.401392111366
864,81,27517.401392111366
865,81,27517.401392111366
866,82,27627.906976744187
867,80,27407.40740740741
868,83,27738.927738927738
869,80,27407.40740740741
870,81,27517.401392111366
871,83,27738.927738927738
872,83,27738.927738927738
873,84,27850.46728971963
874,83,27738.927738927738
875,82,27627.906976744187
876,84,27850.46728971963
877,82,27627.906976744187
878,84,27850.46728971963
879,83,27738.927738927738
880,83,27738.927738927738
881,83,27738.927738927738
882,83,27738.927738927738
883,83,27738.927738927738
884,84,27850.46728971963
885,83,27738.927738927738
886,83,27738.927738927738
887,85,27962.529274004683
888,85,27962.529274004683
889,84,27850.46728971963
890,84,27850.46728971963
891,85,27962.529274004683
892,82,27627.906976744187
893,81,27517.401392111366
894,81,27517.401392111366
895,81,27517.401392111366
896,82,27627.906976744187
897,82,27627.906976744187
898,84,27850.46728971963
899,84,27850.46728971963
900,83,27738.927738927738
901,83,27738.927738927738
902,85,27962.529274004683
903,82,27627.906976744187
904,80,27407.40740740741
905,77,27080.459770114943
906,75,26864.988558352405
907,72,26545.454545454548
908,74,26757.99086757991
909,75,26864.988558352405
910,75,26864.988558352405
911,77,27080.459770114943
912,77,27080.459770114943
913,77,27080.459770114943
914,78,27188.9400921659
915,78,27188.9400921659
916,79,27297.921478060045
917,78,27188.9400921659
918,79,27297.921478060045
919,81,27517.401392111366
920,85,27962.529274004683
921,78,27188.9400921659
922,76,26972.47706422018
923,77,27080.459770114943
924,84,27850.46728971963
925,81,27517.401392111366
926,77,27080.459770114943
927,75,26864.988558352405
928,76,26972.47706422018
929,77,27080.459770114943
930,78,27188.9400921659
931,77,27080.459770114943
932,78,27188.9400921659
933,76,26972.47706422018
934,73,26651.48063781321
935,70,26334.841628959275
936,72,26545.454545454548
937,72,26545.454545454548
938,74,26757.99086757991
939,74,26757.99086757991
940,75,26864.988558352405
941,74,26757.99086757991
942,75,26864.988558352405
943,75,26864.988558352405
944,75,26864.988558352405
945,72,26545.454545454548
946,69,26230.248306997742
947,67,26022.47191011236
948,65,25816.5548098434
949,64,25714.285714285717
950,59,25209.713024282562
951,56,24912.28070175439
952,55,24814.004376367615
953,54,24716.157205240175
954,53,24618.736383442265
955,53,24618.736383442265
956,53,24618.736383442265
957,56,24912.28070175439
958,56,24912.28070175439
959,56,24912.28070175439
960,57,25010.98901098901
961,58,25110.13215859031
962,59,25209.713024282562
963,60,25309.734513274336
964,60,25309.734513274336
965,60,25309.734513274336
966,61,25410.19955654102
967,61,25410.19955654102
968,62,25511.11111111111
969,63,25612.472160356345
970,63,25612.472160356345
971,64,25714.285714285717
972,64,25714.285714285717
973,63,25612.472160356345
974,63,25612.472160356345
975,63,25612.472160356345
976,66,25919.28251121076
977,66,25919.28251121076
978,66,25919.28251121076
979,65,25816.5548098434
980,66,25919.28251121076
981,66,25919.28251121076
982,66,25919.28251121076
983,67,26022.47191011236
984,67,26022.47191011236
985,67,26022.47191011236
986,67,26022.47191011236
987,69,26230.248306997742
988,68,26126.126126126124
989,64,25714.285714285717
990,62,25511.11111111111
991,60,25309.734513274336
992,61,25410.19955654102
993,64,25714.285714285717
994,62,25511.11111111111
995,65,25816.5548098434
996,63,25612.472160356345
997,66,25919.28251121076
998,62,25511.11111111111
999,60,25309.734513274336
1000,54,24716.157205240175
1001,54,24716.157205240175
1002,54,24716.157205240175
1003,53,24618.736383442265
1004,54,24716.157205240175
1005,58,25110.13215859031
1006,57,25010.98901098901
1007,58,25110.13215859031
1008,59,25209.713024282562
1009,58,25110.13215859031
1010,58,25110.13215859031
1011,57,25010.98901098901
1012,58,25110.13215859031
1013,60,25309.734513274336
1014,61,25410.19955654102
1015,57,25010.98901098901
1016,61,25410.19955654102
1017,58,25110.13215859031
1018,57,25010.98901098901
1019,63,25612.472160356345
