Time (hr:min:sec),Time (s),Serial data,Resistance
9:03:58,2038,341,99766.08187
9:03:59,2039,343,101183.432
9:04:00,2040,341,99766.08187
9:04:01,2041,341,99766.08187
9:04:02,2042,341,99766.08187
9:04:03,2043,342,100470.5882
9:04:04,2044,342,100470.5882
9:04:05,2045,341,99766.08187
9:04:06,2046,340,99069.76744
9:04:07,2047,340,99069.76744
9:04:08,2048,339,98381.50289
9:04:09,2049,339,98381.50289
9:04:10,2050,338,97701.14943
9:04:11,2051,339,98381.50289
9:04:12,2052,340,99069.76744
9:04:13,2053,338,97701.14943
9:04:14,2054,339,98381.50289
9:04:15,2055,340,99069.76744
9:04:16,2056,340,99069.76744
9:04:17,2057,340,99069.76744
9:04:18,2058,341,99766.08187
9:04:19,2059,340,99069.76744
9:04:20,2060,341,99766.08187
9:04:21,2061,340,99069.76744
9:04:22,2062,341,99766.08187
9:04:23,2063,340,99069.76744
9:04:24,2064,340,99069.76744
9:04:25,2065,339,98381.50289
9:04:26,2066,340,99069.76744
9:04:27,2067,339,98381.50289
9:04:28,2068,339,98381.50289
9:04:29,2069,338,97701.14943
9:04:30,2070,339,98381.50289
9:04:31,2071,338,97701.14943
9:04:32,2072,337,97028.57143
9:04:33,2073,338,97701.14943
9:04:34,2074,337,97028.57143
9:04:35,2075,337,97028.57143
9:04:36,2076,336,96363.63636
9:04:37,2077,337,97028.57143
9:04:38,2078,337,97028.57143
9:04:39,2079,338,97701.14943
9:04:40,2080,338,97701.14943
9:04:41,2081,338,97701.14943
9:04:42,2082,338,97701.14943
9:04:43,2083,338,97701.14943
9:04:44,2084,339,98381.50289
9:04:45,2085,339,98381.50289
9:04:46,2086,339,98381.50289
9:04:47,2087,342,100470.5882
9:04:48,2088,342,100470.5882
9:04:49,2089,342,100470.5882
9:04:50,2090,343,101183.432
9:04:51,2091,342,100470.5882
9:04:52,2092,342,100470.5882
9:04:53,2093,342,100470.5882
9:04:54,2094,342,100470.5882
9:04:55,2095,343,101183.432
9:04:56,2096,343,101183.432
9:04:57,2097,343,101183.432
9:04:58,2098,342,100470.5882
9:04:59,2099,342,100470.5882
9:05:00,2100,342,100470.5882
9:05:01,2101,342,100470.5882
9:05:02,2102,342,100470.5882
9:05:03,2103,341,99766.08187
9:05:04,2104,342,100470.5882
9:05:05,2105,341,99766.08187
9:05:06,2106,342,100470.5882
9:05:07,2107,342,100470.5882
9:05:08,2108,341,99766.08187
9:05:09,2109,340,99069.76744
9:05:10,2110,340,99069.76744
9:05:11,2111,341,99766.08187
9:05:12,2112,341,99766.08187
9:05:13,2113,340,99069.76744
9:05:14,2114,341,99766.08187
9:05:15,2115,341,99766.08187
9:05:16,2116,341,99766.08187
9:05:17,2117,340,99069.76744
9:05:18,2118,342,100470.5882
9:05:19,2119,340,99069.76744
9:05:20,2120,340,99069.76744
9:05:21,2121,339,98381.50289
9:05:22,2122,340,99069.76744
9:05:23,2123,339,98381.50289
9:05:24,2124,339,98381.50289
9:05:25,2125,338,97701.14943
9:05:26,2126,331,93149.17127
9:05:27,2127,336,96363.63636
9:05:28,2128,331,93149.17127
9:05:29,2129,340,99069.76744
9:05:30,2130,339,98381.50289
9:05:31,2131,338,97701.14943
9:05:32,2132,337,97028.57143
9:05:33,2133,337,97028.57143
9:05:34,2134,336,96363.63636
9:05:35,2135,337,97028.57143
9:05:36,2136,337,97028.57143
9:05:37,2137,338,97701.14943
9:05:38,2138,338,97701.14943
9:05:39,2139,337,97028.57143
9:05:40,2140,337,97028.57143
9:05:41,2141,337,97028.57143
9:05:42,2142,337,97028.57143
9:05:43,2143,336,96363.63636
9:05:44,2144,336,96363.63636
9:05:45,2145,335,95706.21469
9:05:46,2146,336,96363.63636
9:05:47,2147,335,95706.21469
9:05:48,2148,334,95056.17978
9:05:49,2149,335,95706.21469
9:05:50,2150,334,95056.17978
9:05:51,2151,335,95706.21469
9:05:52,2152,336,96363.63636
9:05:53,2153,335,95706.21469
9:05:54,2154,335,95706.21469
9:05:55,2155,336,96363.63636
9:05:56,2156,335,95706.21469
9:05:57,2157,336,96363.63636
9:05:58,2158,336,96363.63636
9:05:59,2159,337,97028.57143
9:06:00,2160,337,97028.57143
9:06:01,2161,337,97028.57143
9:06:02,2162,336,96363.63636
9:06:03,2163,336,96363.63636
9:06:04,2164,336,96363.63636
9:06:05,2165,336,96363.63636
9:06:06,2166,337,97028.57143
9:06:07,2167,337,97028.57143
9:06:08,2168,336,96363.63636
9:06:09,2169,337,97028.57143
9:06:10,2170,337,97028.57143
9:06:11,2171,336,96363.63636
9:06:12,2172,337,97028.57143
9:06:13,2173,337,97028.57143
9:06:14,2174,337,97028.57143
9:06:15,2175,337,97028.57143
9:06:16,2176,337,97028.57143
9:06:17,2177,336,96363.63636
9:06:18,2178,337,97028.57143
9:06:19,2179,337,97028.57143
9:06:20,2180,337,97028.57143
9:06:21,2181,337,97028.57143
9:06:22,2182,338,97701.14943
9:06:23,2183,337,97028.57143
9:06:24,2184,338,97701.14943
9:06:25,2185,338,97701.14943
9:06:26,2186,337,97028.57143
9:06:27,2187,337,97028.57143
9:06:28,2188,335,95706.21469
9:06:29,2189,335,95706.21469
9:06:30,2190,335,95706.21469
9:06:31,2191,335,95706.21469
9:06:32,2192,335,95706.21469
9:06:33,2193,335,95706.21469
9:06:34,2194,336,96363.63636
9:06:35,2195,336,96363.63636
9:06:36,2196,335,95706.21469
9:06:37,2197,335,95706.21469
9:06:38,2198,334,95056.17978
9:06:39,2199,334,95056.17978
9:06:40,2200,334,95056.17978
9:06:41,2201,334,95056.17978
9:06:42,2202,334,95056.17978
9:06:43,2203,334,95056.17978
9:06:44,2204,333,94413.40782
9:06:45,2205,333,94413.40782
9:06:46,2206,333,94413.40782
9:06:47,2207,334,95056.17978
9:06:48,2208,333,94413.40782
9:06:49,2209,334,95056.17978
9:06:50,2210,336,96363.63636
9:06:51,2211,335,95706.21469
9:06:52,2212,335,95706.21469
9:06:53,2213,336,96363.63636
9:06:54,2214,335,95706.21469
9:06:55,2215,336,96363.63636
9:06:56,2216,338,97701.14943
9:06:57,2217,337,97028.57143
9:06:58,2218,337,97028.57143
9:06:59,2219,336,96363.63636
9:07:00,2220,336,96363.63636
9:07:01,2221,336,96363.63636
9:07:02,2222,336,96363.63636
9:07:03,2223,337,97028.57143
9:07:04,2224,336,96363.63636
9:07:05,2225,336,96363.63636
9:07:06,2226,335,95706.21469
9:07:07,2227,336,96363.63636
9:07:08,2228,336,96363.63636
9:07:09,2229,337,97028.57143
9:07:10,2230,335,95706.21469
9:07:11,2231,334,95056.17978
9:07:12,2232,334,95056.17978
9:07:13,2233,333,94413.40782
9:07:14,2234,332,93777.77778
9:07:15,2235,331,93149.17127
9:07:16,2236,335,95706.21469
9:07:17,2237,336,96363.63636
9:07:18,2238,335,95706.21469
9:07:19,2239,335,95706.21469
9:07:20,2240,333,94413.40782
9:07:21,2241,333,94413.40782
9:07:22,2242,334,95056.17978
9:07:23,2243,332,93777.77778
9:07:24,2244,333,94413.40782
9:07:25,2245,333,94413.40782
9:07:26,2246,333,94413.40782
9:07:27,2247,334,95056.17978
9:07:28,2248,334,95056.17978
9:07:29,2249,335,95706.21469
9:07:30,2250,334,95056.17978
9:07:31,2251,335,95706.21469
9:07:32,2252,335,95706.21469
9:07:33,2253,335,95706.21469
9:07:34,2254,335,95706.21469
9:07:35,2255,336,96363.63636
9:07:36,2256,331,93149.17127
9:07:37,2257,289,71838.56502
9:07:38,2258,339,98381.50289
9:07:39,2259,300,76603.77358
9:07:40,2260,282,69043.47826
9:07:41,2261,304,78461.53846
9:07:42,2262,284,69824.5614
9:07:43,2263,306,79417.47573
9:07:44,2264,277,67148.93617
9:07:45,2265,247,57283.01887
9:07:46,2266,280,68275.86207
9:07:47,2267,315,83959.39086
9:07:48,2268,305,78937.19807
9:07:49,2269,300,76603.77358
9:07:50,2270,306,79417.47573
9:07:51,2271,310,81386.13861
9:07:52,2272,323,88359.78836
9:07:53,2273,415,191134.0206
9:07:54,2274,290,72252.25225
9:07:55,2275,254,59379.84496
9:07:56,2276,315,83959.39086
9:07:57,2277,314,83434.34343
9:07:58,2278,322,87789.47368
9:07:59,2279,297,75255.81395
9:08:00,2280,295,74377.88018
9:08:01,2281,293,73515.98174
9:08:02,2282,286,70619.46903
9:08:03,2283,271,64979.25311
9:08:04,2284,247,57283.01887
9:08:05,2285,287,71022.22222
9:08:06,2286,289,71838.56502
9:08:07,2287,295,74377.88018
9:08:08,2288,301,77061.61137
9:08:09,2289,300,76603.77358
9:08:10,2290,296,74814.81481
9:08:11,2291,294,73944.95413
9:08:12,2292,292,73090.90909
9:08:13,2293,291,72669.68326
9:08:14,2294,291,72669.68326
9:08:15,2295,291,72669.68326
9:08:16,2296,289,71838.56502
9:08:17,2297,290,72252.25225
