Time (hr:min:sec),Time (s),GSR,Resistance,Conductance (uS),Heart_Rate,HRV,Section,Stressed
09:47:15,2,477,565142.8571428572,1.769464105156724,70,857.1428571428571,lab_fri_6
09:47:16,3,478,582352.9411764706,1.7171717171717171,70,857.1428571428571,lab_fri_6
09:47:17,4,477,565142.8571428572,1.769464105156724,73,821.917808219178,lab_fri_6
09:47:18,5,477,565142.8571428572,1.769464105156724,73,821.917808219178,lab_fri_6
09:47:19,6,477,565142.8571428572,1.769464105156724,73,821.917808219178,lab_fri_6
09:47:20,7,477,565142.8571428572,1.769464105156724,73,821.917808219178,lab_fri_6
09:47:21,8,477,565142.8571428572,1.769464105156724,73,821.917808219178,lab_fri_6
09:47:22,9,478,582352.9411764706,1.7171717171717171,73,821.917808219178,lab_fri_6
09:47:23,10,477,565142.8571428572,1.769464105156724,73,821.917808219178,lab_fri_6
09:47:24,11,477,565142.8571428572,1.769464105156724,77,779.2207792207793,lab_fri_6
09:47:25,12,477,565142.8571428572,1.769464105156724,82,731.7073170731708,lab_fri_6
09:47:26,13,477,565142.8571428572,1.769464105156724,79,759.493670886076,lab_fri_6
09:47:27,14,477,565142.8571428572,1.769464105156724,73,821.917808219178,lab_fri_6
09:47:28,15,477,565142.8571428572,1.769464105156724,73,821.917808219178,lab_fri_6
09:47:29,16,477,565142.8571428572,1.769464105156724,72,833.3333333333334,lab_fri_6
09:47:30,17,477,565142.8571428572,1.769464105156724,72,833.3333333333334,lab_fri_6
09:47:31,18,477,565142.8571428572,1.769464105156724,72,833.3333333333334,lab_fri_6
09:47:32,19,477,565142.8571428572,1.769464105156724,79,759.493670886076,lab_fri_6
09:47:33,20,477,565142.8571428572,1.769464105156724,80,750.0,lab_fri_6
09:47:34,21,477,565142.8571428572,1.769464105156724,81,740.7407407407408,lab_fri_6
09:47:35,22,477,565142.8571428572,1.769464105156724,82,731.7073170731708,lab_fri_6
09:47:36,23,477,565142.8571428572,1.769464105156724,79,759.493670886076,lab_fri_6
09:47:37,24,477,565142.8571428572,1.769464105156724,78,769.2307692307693,lab_fri_6
09:47:38,25,477,565142.8571428572,1.769464105156724,81,740.7407407407408,lab_fri_6
09:47:40,26,477,565142.8571428572,1.769464105156724,76,789.4736842105264,lab_fri_6
09:47:41,27,477,565142.8571428572,1.769464105156724,77,779.2207792207793,lab_fri_6
09:47:42,28,476,548888.8888888889,1.8218623481781377,75,800.0,lab_fri_6
09:47:43,29,477,565142.8571428572,1.769464105156724,75,800.0,lab_fri_6
09:47:44,30,478,582352.9411764706,1.7171717171717171,75,800.0,lab_fri_6
09:47:45,31,477,565142.8571428572,1.769464105156724,75,800.0,lab_fri_6
09:47:46,32,477,565142.8571428572,1.769464105156724,75,800.0,lab_fri_6
09:47:47,33,459,366415.09433962265,2.729145211122554,75,800.0,lab_fri_6
09:47:48,34,443,276811.59420289856,3.6125654450261777,75,800.0,lab_fri_6
09:47:49,35,442,272571.4285714286,3.668763102725367,75,800.0,lab_fri_6
09:47:50,36,442,272571.4285714286,3.668763102725367,75,800.0,lab_fri_6
09:47:51,37,441,268450.7042253521,3.7250786988457505,75,800.0,lab_fri_6
09:47:52,38,442,272571.4285714286,3.668763102725367,75,800.0,lab_fri_6
09:47:53,39,442,272571.4285714286,3.668763102725367,75,800.0,lab_fri_6
09:47:54,40,441,268450.7042253521,3.7250786988457505,75,800.0,lab_fri_6
09:47:55,41,440,264444.44444444444,3.781512605042017,75,800.0,lab_fri_6
09:47:56,42,441,268450.7042253521,3.7250786988457505,75,800.0,lab_fri_6
09:47:57,43,442,272571.4285714286,3.668763102725367,75,800.0,lab_fri_6
09:47:58,44,443,276811.59420289856,3.6125654450261777,75,800.0,lab_fri_6
09:47:59,45,441,268450.7042253521,3.7250786988457505,75,800.0,lab_fri_6
09:48:00,46,441,268450.7042253521,3.7250786988457505,75,800.0,lab_fri_6
09:48:01,47,441,268450.7042253521,3.7250786988457505,75,800.0,lab_fri_6
09:48:02,48,439,260547.94520547942,3.8380651945320716,75,800.0,lab_fri_6
09:48:03,49,441,268450.7042253521,3.7250786988457505,75,800.0,lab_fri_6
09:48:04,50,441,268450.7042253521,3.7250786988457505,75,800.0,lab_fri_6
09:48:05,51,441,268450.7042253521,3.7250786988457505,75,800.0,lab_fri_6
09:48:06,52,440,264444.44444444444,3.781512605042017,75,800.0,lab_fri_6
09:48:07,53,440,264444.44444444444,3.781512605042017,75,800.0,lab_fri_6
09:48:08,54,440,264444.44444444444,3.781512605042017,75,800.0,lab_fri_6
09:48:09,55,440,264444.44444444444,3.781512605042017,75,800.0,lab_fri_6
09:48:10,56,439,260547.94520547942,3.8380651945320716,75,800.0,lab_fri_6
09:48:11,57,440,264444.44444444444,3.781512605042017,75,800.0,lab_fri_6
09:48:12,58,440,264444.44444444444,3.781512605042017,75,800.0,lab_fri_6
09:48:13,59,440,264444.44444444444,3.781512605042017,79,759.493670886076,lab_fri_6
09:48:14,60,439,260547.94520547942,3.8380651945320716,79,759.493670886076,lab_fri_6
09:48:15,61,439,260547.94520547942,3.8380651945320716,79,759.493670886076,lab_fri_6
09:48:16,62,439,260547.94520547942,3.8380651945320716,79,759.493670886076,lab_fri_6
09:48:17,63,439,260547.94520547942,3.8380651945320716,79,759.493670886076,lab_fri_6
09:48:18,64,439,260547.94520547942,3.8380651945320716,79,759.493670886076,lab_fri_6
09:48:19,65,439,260547.94520547942,3.8380651945320716,79,759.493670886076,lab_fri_6
09:48:20,66,439,260547.94520547942,3.8380651945320716,80,750.0,lab_fri_6
